"Hospital Name","Provider Number","State","Measure Name","Number of Discharges","Footnote","Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
TOMBALL REGIONAL MEDICAL CENTER,450670,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,177,,1.0289,20.2,19.7,37,7/1/2008,6/30/2011
TOMBALL REGIONAL MEDICAL CENTER,450670,TX,Heart Failure (HF) 30-Day Readmissions,583,,0.8912,23.7,26.6,131,7/1/2008,6/30/2011
TOMBALL REGIONAL MEDICAL CENTER,450670,TX,Pneumonia (PN) 30-Day Readmissions,539,,0.8615,17.6,20.5,87,7/1/2008,6/30/2011
PLAZA MEDICAL CENTER OF FORT WORTH,450672,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,338,,1.0621,19.7,18.5,69,7/1/2008,6/30/2011
PLAZA MEDICAL CENTER OF FORT WORTH,450672,TX,Heart Failure (HF) 30-Day Readmissions,474,,0.9766,25.2,25.8,118,7/1/2008,6/30/2011
PLAZA MEDICAL CENTER OF FORT WORTH,450672,TX,Pneumonia (PN) 30-Day Readmissions,286,,1.0655,21.2,19.9,64,7/1/2008,6/30/2011
"WOMANS HOSPITAL OF TEXAS,THE",450674,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
"WOMANS HOSPITAL OF TEXAS,THE",450674,TX,Heart Failure (HF) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
"WOMANS HOSPITAL OF TEXAS,THE",450674,TX,Pneumonia (PN) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
MEDICAL CENTER OF ARLINGTON,450675,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,201,,1.1025,21.4,19.4,47,7/1/2008,6/30/2011
MEDICAL CENTER OF ARLINGTON,450675,TX,Heart Failure (HF) 30-Day Readmissions,398,,0.9629,24.7,25.7,96,7/1/2008,6/30/2011
MEDICAL CENTER OF ARLINGTON,450675,TX,Pneumonia (PN) 30-Day Readmissions,276,,1.0733,21.1,19.6,62,7/1/2008,6/30/2011
HUGULEY MEMORIAL MEDICAL CENTER,450677,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,208,,0.8592,17.4,20.3,30,7/1/2008,6/30/2011
HUGULEY MEMORIAL MEDICAL CENTER,450677,TX,Heart Failure (HF) 30-Day Readmissions,433,,1.0216,25.1,24.6,110,7/1/2008,6/30/2011
HUGULEY MEMORIAL MEDICAL CENTER,450677,TX,Pneumonia (PN) 30-Day Readmissions,369,,1.0117,19.1,18.9,71,7/1/2008,6/30/2011
DOCTORS HOSPITAL,450678,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,133,,0.9320,18.7,20.1,22,7/1/2008,6/30/2011
DOCTORS HOSPITAL,450678,TX,Heart Failure (HF) 30-Day Readmissions,429,,1.0049,23.2,23.1,100,7/1/2008,6/30/2011
DOCTORS HOSPITAL,450678,TX,Pneumonia (PN) 30-Day Readmissions,314,,0.8521,15.4,18.1,40,7/1/2008,6/30/2011
RENAISSANCE HOSPITAL TERRELL,450683,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,29,,1.0300,23.3,22.6,8,7/1/2008,6/30/2011
RENAISSANCE HOSPITAL TERRELL,450683,TX,Heart Failure (HF) 30-Day Readmissions,164,,0.9640,21.4,22.2,33,7/1/2008,6/30/2011
RENAISSANCE HOSPITAL TERRELL,450683,TX,Pneumonia (PN) 30-Day Readmissions,86,,1.0273,20.4,19.8,19,7/1/2008,6/30/2011
MEMORIAL HERMANN NORTHEAST,450684,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,139,,0.9557,20.8,21.8,27,7/1/2008,6/30/2011
MEMORIAL HERMANN NORTHEAST,450684,TX,Heart Failure (HF) 30-Day Readmissions,435,,1.0285,26.3,25.5,116,7/1/2008,6/30/2011
MEMORIAL HERMANN NORTHEAST,450684,TX,Pneumonia (PN) 30-Day Readmissions,311,,0.8979,17.3,19.3,48,7/1/2008,6/30/2011
UNIVERSITY MEDICAL CENTER,450686,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,211,,1.0707,20.0,18.7,45,7/1/2008,6/30/2011
UNIVERSITY MEDICAL CENTER,450686,TX,Heart Failure (HF) 30-Day Readmissions,576,,1.0269,25.1,24.4,146,7/1/2008,6/30/2011
UNIVERSITY MEDICAL CENTER,450686,TX,Pneumonia (PN) 30-Day Readmissions,383,,1.0854,20.2,18.7,82,7/1/2008,6/30/2011
DALLAS REGIONAL MEDICAL CENTER,450688,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,142,,1.1585,22.4,19.3,38,7/1/2008,6/30/2011
DALLAS REGIONAL MEDICAL CENTER,450688,TX,Heart Failure (HF) 30-Day Readmissions,353,,1.0732,26.5,24.7,98,7/1/2008,6/30/2011
DALLAS REGIONAL MEDICAL CENTER,450688,TX,Pneumonia (PN) 30-Day Readmissions,106,,1.1203,20.6,18.4,28,7/1/2008,6/30/2011
THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,450690,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,55,,1.0249,20.0,19.5,12,7/1/2008,6/30/2011
THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,450690,TX,Heart Failure (HF) 30-Day Readmissions,207,,0.9653,25.2,26.1,50,7/1/2008,6/30/2011
THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,450690,TX,Pneumonia (PN) 30-Day Readmissions,281,,0.9462,17.8,18.8,47,7/1/2008,6/30/2011
EL CAMPO MEMORIAL HOSPITAL,450694,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,16,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
EL CAMPO MEMORIAL HOSPITAL,450694,TX,Heart Failure (HF) 30-Day Readmissions,115,,1.0691,27.7,25.9,36,7/1/2008,6/30/2011
EL CAMPO MEMORIAL HOSPITAL,450694,TX,Pneumonia (PN) 30-Day Readmissions,125,,0.9398,18.7,19.9,20,7/1/2008,6/30/2011
SOUTHWEST GENERAL HOSPITAL,450697,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,56,,0.9539,19.6,20.5,9,7/1/2008,6/30/2011
SOUTHWEST GENERAL HOSPITAL,450697,TX,Heart Failure (HF) 30-Day Readmissions,266,,1.0136,27.9,27.5,75,7/1/2008,6/30/2011
SOUTHWEST GENERAL HOSPITAL,450697,TX,Pneumonia (PN) 30-Day Readmissions,132,,0.9590,19.2,20.0,23,7/1/2008,6/30/2011
LAMB HEALTHCARE CENTER,450698,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,4,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
LAMB HEALTHCARE CENTER,450698,TX,Heart Failure (HF) 30-Day Readmissions,31,,0.9976,23.0,23.1,7,7/1/2008,6/30/2011
LAMB HEALTHCARE CENTER,450698,TX,Pneumonia (PN) 30-Day Readmissions,92,,0.9407,15.4,16.3,11,7/1/2008,6/30/2011
LONGVIEW REGIONAL MEDICAL CENTER,450702,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,70,,1.0000,17.1,17.1,12,7/1/2008,6/30/2011
LONGVIEW REGIONAL MEDICAL CENTER,450702,TX,Heart Failure (HF) 30-Day Readmissions,203,,1.0330,25.1,24.3,53,7/1/2008,6/30/2011
LONGVIEW REGIONAL MEDICAL CENTER,450702,TX,Pneumonia (PN) 30-Day Readmissions,190,,0.8718,15.3,17.6,22,7/1/2008,6/30/2011
CHRISTUS ST JOHN HOSPITAL,450709,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,69,,1.1114,19.9,17.9,18,7/1/2008,6/30/2011
CHRISTUS ST JOHN HOSPITAL,450709,TX,Heart Failure (HF) 30-Day Readmissions,155,,1.0336,25.2,24.3,41,7/1/2008,6/30/2011
CHRISTUS ST JOHN HOSPITAL,450709,TX,Pneumonia (PN) 30-Day Readmissions,192,,0.9555,17.4,18.2,31,7/1/2008,6/30/2011
RIO GRANDE REGIONAL HOSPITAL,450711,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,173,,1.1225,23.7,21.1,46,7/1/2008,6/30/2011
RIO GRANDE REGIONAL HOSPITAL,450711,TX,Heart Failure (HF) 30-Day Readmissions,831,,0.9357,25.4,27.2,207,7/1/2008,6/30/2011
RIO GRANDE REGIONAL HOSPITAL,450711,TX,Pneumonia (PN) 30-Day Readmissions,525,,0.8335,17.3,20.8,81,7/1/2008,6/30/2011
ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,450713,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,368,,1.1351,20.6,18.2,81,7/1/2008,6/30/2011
ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,450713,TX,Heart Failure (HF) 30-Day Readmissions,617,,0.9535,24.1,25.3,146,7/1/2008,6/30/2011
ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,450713,TX,Pneumonia (PN) 30-Day Readmissions,442,,0.9617,17.9,18.6,77,7/1/2008,6/30/2011
CYPRESS FAIRBANKS MEDICAL CENTER,450716,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,102,,0.9525,19.6,20.6,18,7/1/2008,6/30/2011
CYPRESS FAIRBANKS MEDICAL CENTER,450716,TX,Heart Failure (HF) 30-Day Readmissions,152,,0.9423,24.8,26.3,34,7/1/2008,6/30/2011
CYPRESS FAIRBANKS MEDICAL CENTER,450716,TX,Pneumonia (PN) 30-Day Readmissions,184,,1.0136,19.7,19.4,37,7/1/2008,6/30/2011
ROUND ROCK MEDICAL CENTER,450718,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,192,,0.9198,15.2,16.6,26,7/1/2008,6/30/2011
ROUND ROCK MEDICAL CENTER,450718,TX,Heart Failure (HF) 30-Day Readmissions,292,,0.9834,24.0,24.4,69,7/1/2008,6/30/2011
ROUND ROCK MEDICAL CENTER,450718,TX,Pneumonia (PN) 30-Day Readmissions,254,,0.9169,17.2,18.7,39,7/1/2008,6/30/2011
METHODIST CHARLTON MEDICAL CENTER,450723,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,139,,1.0578,22.7,21.5,34,7/1/2008,6/30/2011
METHODIST CHARLTON MEDICAL CENTER,450723,TX,Heart Failure (HF) 30-Day Readmissions,544,,0.8985,23.2,25.9,120,7/1/2008,6/30/2011
METHODIST CHARLTON MEDICAL CENTER,450723,TX,Pneumonia (PN) 30-Day Readmissions,369,,0.9216,18.0,19.5,62,7/1/2008,6/30/2011
BAYLOR MEDICAL CENTER AT CARROLLTON,450730,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,60,,1.0810,22.9,21.1,17,7/1/2008,6/30/2011
BAYLOR MEDICAL CENTER AT CARROLLTON,450730,TX,Heart Failure (HF) 30-Day Readmissions,158,,0.9870,25.2,25.5,39,7/1/2008,6/30/2011
BAYLOR MEDICAL CENTER AT CARROLLTON,450730,TX,Pneumonia (PN) 30-Day Readmissions,135,,0.9469,18.5,19.5,22,7/1/2008,6/30/2011
LAKE POINTE MEDICAL CENTER,450742,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,56,,1.0076,22.6,22.5,13,7/1/2008,6/30/2011
LAKE POINTE MEDICAL CENTER,450742,TX,Heart Failure (HF) 30-Day Readmissions,215,,0.9392,22.7,24.1,45,7/1/2008,6/30/2011
LAKE POINTE MEDICAL CENTER,450742,TX,Pneumonia (PN) 30-Day Readmissions,270,,1.0451,19.1,18.3,54,7/1/2008,6/30/2011
TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,450743,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,130,,1.1365,22.0,19.4,34,7/1/2008,6/30/2011
TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,450743,TX,Heart Failure (HF) 30-Day Readmissions,312,,0.9812,23.1,23.6,71,7/1/2008,6/30/2011
TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,450743,TX,Pneumonia (PN) 30-Day Readmissions,454,,1.0601,19.8,18.7,93,7/1/2008,6/30/2011
KNOX COUNTY HOSPITAL,450746,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
KNOX COUNTY HOSPITAL,450746,TX,Heart Failure (HF) 30-Day Readmissions,19,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
KNOX COUNTY HOSPITAL,450746,TX,Pneumonia (PN) 30-Day Readmissions,25,,0.9531,13.5,14.1,1,7/1/2008,6/30/2011
PALESTINE REGIONAL MEDICAL CENTER,450747,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,38,,0.9412,19.7,20.9,5,7/1/2008,6/30/2011
PALESTINE REGIONAL MEDICAL CENTER,450747,TX,Heart Failure (HF) 30-Day Readmissions,170,,0.9642,22.4,23.3,36,7/1/2008,6/30/2011
PALESTINE REGIONAL MEDICAL CENTER,450747,TX,Pneumonia (PN) 30-Day Readmissions,258,,1.0153,17.9,17.6,47,7/1/2008,6/30/2011
EAST TEXAS MEDICAL CENTER TRINITY,450749,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,1,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
EAST TEXAS MEDICAL CENTER TRINITY,450749,TX,Heart Failure (HF) 30-Day Readmissions,59,,1.0667,28.6,26.9,21,7/1/2008,6/30/2011
EAST TEXAS MEDICAL CENTER TRINITY,450749,TX,Pneumonia (PN) 30-Day Readmissions,62,,1.0195,19.3,18.9,13,7/1/2008,6/30/2011
HAMILTON GENERAL HOSPITAL,450754,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,21,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
HAMILTON GENERAL HOSPITAL,450754,TX,Heart Failure (HF) 30-Day Readmissions,207,,1.0408,24.0,23.0,52,7/1/2008,6/30/2011
HAMILTON GENERAL HOSPITAL,450754,TX,Pneumonia (PN) 30-Day Readmissions,173,,1.0139,18.1,17.8,32,7/1/2008,6/30/2011
COVENANT HOSPITAL LEVELLAND,450755,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,3,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
COVENANT HOSPITAL LEVELLAND,450755,TX,Heart Failure (HF) 30-Day Readmissions,71,,0.9316,21.3,22.8,11,7/1/2008,6/30/2011
COVENANT HOSPITAL LEVELLAND,450755,TX,Pneumonia (PN) 30-Day Readmissions,101,,1.0230,17.6,17.2,19,7/1/2008,6/30/2011
U.T. SOUTHWESTERN UNIVERSITY HOSPITAL - ZALE LIPSHY,450766,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
U.T. SOUTHWESTERN UNIVERSITY HOSPITAL - ZALE LIPSHY,450766,TX,Heart Failure (HF) 30-Day Readmissions,2,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
U.T. SOUTHWESTERN UNIVERSITY HOSPITAL - ZALE LIPSHY,450766,TX,Pneumonia (PN) 30-Day Readmissions,9,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
CENTRAL TEXAS HOSPITAL,450770,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,3,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
CENTRAL TEXAS HOSPITAL,450770,TX,Heart Failure (HF) 30-Day Readmissions,3,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
CENTRAL TEXAS HOSPITAL,450770,TX,Pneumonia (PN) 30-Day Readmissions,3,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
PRESBYTERIAN HOSPITAL OF PLANO,450771,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,126,,1.0756,19.8,18.5,28,7/1/2008,6/30/2011
PRESBYTERIAN HOSPITAL OF PLANO,450771,TX,Heart Failure (HF) 30-Day Readmissions,323,,1.0003,24.8,24.8,80,7/1/2008,6/30/2011
PRESBYTERIAN HOSPITAL OF PLANO,450771,TX,Pneumonia (PN) 30-Day Readmissions,311,,0.9846,18.6,18.9,57,7/1/2008,6/30/2011
T O P S SURGICAL SPECIALTY HOSPITAL,450774,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
T O P S SURGICAL SPECIALTY HOSPITAL,450774,TX,Heart Failure (HF) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
T O P S SURGICAL SPECIALTY HOSPITAL,450774,TX,Pneumonia (PN) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
KINGWOOD MEDICAL CENTER,450775,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,166,,1.0097,20.8,20.6,35,7/1/2008,6/30/2011
KINGWOOD MEDICAL CENTER,450775,TX,Heart Failure (HF) 30-Day Readmissions,436,,1.0321,26.6,25.8,118,7/1/2008,6/30/2011
KINGWOOD MEDICAL CENTER,450775,TX,Pneumonia (PN) 30-Day Readmissions,287,,0.9500,18.7,19.7,51,7/1/2008,6/30/2011
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,450779,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,59,,1.0050,20.0,19.9,12,7/1/2008,6/30/2011
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,450779,TX,Heart Failure (HF) 30-Day Readmissions,378,,0.9193,21.4,23.3,76,7/1/2008,6/30/2011
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,450779,TX,Pneumonia (PN) 30-Day Readmissions,338,,0.9322,16.2,17.3,51,7/1/2008,6/30/2011
METHODIST AMBULATORY SURGERY HOSPITAL N.W.,450780,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
METHODIST AMBULATORY SURGERY HOSPITAL N.W.,450780,TX,Heart Failure (HF) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
METHODIST AMBULATORY SURGERY HOSPITAL N.W.,450780,TX,Pneumonia (PN) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
THE CORPUS CHRISTI MEDICAL CENTER,450788,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,259,,1.1380,22.6,19.9,64,7/1/2008,6/30/2011
THE CORPUS CHRISTI MEDICAL CENTER,450788,TX,Heart Failure (HF) 30-Day Readmissions,667,,0.9093,22.6,24.8,145,7/1/2008,6/30/2011
THE CORPUS CHRISTI MEDICAL CENTER,450788,TX,Pneumonia (PN) 30-Day Readmissions,534,,1.0016,18.3,18.3,98,7/1/2008,6/30/2011
ST. ANTHONY'S HOSPITAL,450795,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,8,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
ST. ANTHONY'S HOSPITAL,450795,TX,Heart Failure (HF) 30-Day Readmissions,17,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
ST. ANTHONY'S HOSPITAL,450795,TX,Pneumonia (PN) 30-Day Readmissions,20,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
NORTHWEST TEXAS SURGERY CENTER,450796,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
NORTHWEST TEXAS SURGERY CENTER,450796,TX,Heart Failure (HF) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
NORTHWEST TEXAS SURGERY CENTER,450796,TX,Pneumonia (PN) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
HOUSTON HOSPITAL FOR SPECIALIZED SURGERY,450797,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
HOUSTON HOSPITAL FOR SPECIALIZED SURGERY,450797,TX,Heart Failure (HF) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
HOUSTON HOSPITAL FOR SPECIALIZED SURGERY,450797,TX,Pneumonia (PN) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
CHRISTUS ST MICHAEL HEALTH SYSTEM,450801,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,505,,1.0445,18.9,18.1,97,7/1/2008,6/30/2011
CHRISTUS ST MICHAEL HEALTH SYSTEM,450801,TX,Heart Failure (HF) 30-Day Readmissions,999,,0.9457,23.0,24.3,226,7/1/2008,6/30/2011
CHRISTUS ST MICHAEL HEALTH SYSTEM,450801,TX,Pneumonia (PN) 30-Day Readmissions,787,,0.9151,17.5,19.1,133,7/1/2008,6/30/2011
DOCTORS HOSPITAL PARKWAY - TIDWELL,450803,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,31,,0.9255,20.0,21.6,3,7/1/2008,6/30/2011
DOCTORS HOSPITAL PARKWAY - TIDWELL,450803,TX,Heart Failure (HF) 30-Day Readmissions,64,,1.0090,24.2,23.9,16,7/1/2008,6/30/2011
DOCTORS HOSPITAL PARKWAY - TIDWELL,450803,TX,Pneumonia (PN) 30-Day Readmissions,87,,0.9246,18.6,20.2,12,7/1/2008,6/30/2011
TEXAS ORTHOPEDIC HOSPITAL,450804,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
TEXAS ORTHOPEDIC HOSPITAL,450804,TX,Heart Failure (HF) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
TEXAS ORTHOPEDIC HOSPITAL,450804,TX,Pneumonia (PN) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
NORTHWEST HILLS SURGICAL HOSPITAL,450808,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
NORTHWEST HILLS SURGICAL HOSPITAL,450808,TX,Heart Failure (HF) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
NORTHWEST HILLS SURGICAL HOSPITAL,450808,TX,Pneumonia (PN) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
NORTH AUSTIN MEDICAL CENTER,450809,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,189,,0.9749,19.1,19.6,35,7/1/2008,6/30/2011
NORTH AUSTIN MEDICAL CENTER,450809,TX,Heart Failure (HF) 30-Day Readmissions,373,,0.8924,22.2,24.9,76,7/1/2008,6/30/2011
NORTH AUSTIN MEDICAL CENTER,450809,TX,Pneumonia (PN) 30-Day Readmissions,375,,1.0064,18.0,17.9,68,7/1/2008,6/30/2011
COMMUNITY GENERAL HOSPITAL,450813,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,1,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
COMMUNITY GENERAL HOSPITAL,450813,TX,Heart Failure (HF) 30-Day Readmissions,25,,1.0018,19.6,19.6,5,7/1/2008,6/30/2011
COMMUNITY GENERAL HOSPITAL,450813,TX,Pneumonia (PN) 30-Day Readmissions,8,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
METHODIST SUGAR LAND HOSPITAL,450820,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,158,,1.0361,21.8,21.1,36,7/1/2008,6/30/2011
METHODIST SUGAR LAND HOSPITAL,450820,TX,Heart Failure (HF) 30-Day Readmissions,357,,0.9852,24.9,25.3,88,7/1/2008,6/30/2011
METHODIST SUGAR LAND HOSPITAL,450820,TX,Pneumonia (PN) 30-Day Readmissions,335,,0.8930,17.3,19.4,52,7/1/2008,6/30/2011
LAS COLINAS MEDICAL CENTER,450822,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,29,,1.0517,17.3,16.5,7,7/1/2008,6/30/2011
LAS COLINAS MEDICAL CENTER,450822,TX,Heart Failure (HF) 30-Day Readmissions,63,,0.9990,23.9,23.9,15,7/1/2008,6/30/2011
LAS COLINAS MEDICAL CENTER,450822,TX,Pneumonia (PN) 30-Day Readmissions,59,,0.9061,15.5,17.1,4,7/1/2008,6/30/2011
CORNERSTONE REGIONAL HOSPITAL,450825,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
CORNERSTONE REGIONAL HOSPITAL,450825,TX,Heart Failure (HF) 30-Day Readmissions,1,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
CORNERSTONE REGIONAL HOSPITAL,450825,TX,Pneumonia (PN) 30-Day Readmissions,5,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
KELL WEST REGIONAL HOSPITAL,450827,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,1,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
KELL WEST REGIONAL HOSPITAL,450827,TX,Heart Failure (HF) 30-Day Readmissions,31,,0.9583,20.7,21.6,4,7/1/2008,6/30/2011
KELL WEST REGIONAL HOSPITAL,450827,TX,Pneumonia (PN) 30-Day Readmissions,110,,0.9613,14.5,15.1,14,7/1/2008,6/30/2011
CHRISTUS SPOHN HOSPITAL ALICE,450828,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,54,,1.0191,26.2,25.7,15,7/1/2008,6/30/2011
CHRISTUS SPOHN HOSPITAL ALICE,450828,TX,Heart Failure (HF) 30-Day Readmissions,230,,0.9694,26.9,27.8,60,7/1/2008,6/30/2011
CHRISTUS SPOHN HOSPITAL ALICE,450828,TX,Pneumonia (PN) 30-Day Readmissions,321,,1.0646,21.7,20.3,73,7/1/2008,6/30/2011
SURGERY SPECIALTY HOSPITALS OF AMERICA,450831,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
SURGERY SPECIALTY HOSPITALS OF AMERICA,450831,TX,Heart Failure (HF) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
SURGERY SPECIALTY HOSPITALS OF AMERICA,450831,TX,Pneumonia (PN) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
CHRISTUS ST. CATHERINE HEALTH AND WELLNESS CENTER,450832,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,163,,1.0761,20.2,18.8,36,7/1/2008,6/30/2011
CHRISTUS ST. CATHERINE HEALTH AND WELLNESS CENTER,450832,TX,Heart Failure (HF) 30-Day Readmissions,347,,0.9850,23.9,24.3,82,7/1/2008,6/30/2011
CHRISTUS ST. CATHERINE HEALTH AND WELLNESS CENTER,450832,TX,Pneumonia (PN) 30-Day Readmissions,204,,1.0205,19.6,19.2,41,7/1/2008,6/30/2011
ENNIS REGIONAL MEDICAL CENTER,450833,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,16,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
ENNIS REGIONAL MEDICAL CENTER,450833,TX,Heart Failure (HF) 30-Day Readmissions,134,,1.0389,25.9,24.9,37,7/1/2008,6/30/2011
ENNIS REGIONAL MEDICAL CENTER,450833,TX,Pneumonia (PN) 30-Day Readmissions,190,,1.0779,19.0,17.6,40,7/1/2008,6/30/2011
